name	dataaddr	tableaddr	sizey	sizex	type	category
Base Timing H			18	15	3D	Ignition Timing - Advance
Base Timing Primary Cruise			18	15	3D	Ignition Timing - Advance
Base Timing Reference Cruise (AVCS related)			18	15	3D	Ignition Timing - Advance
Base Timing Primary Non-Cruise			18	15	3D	Ignition Timing - Advance
Base Timing Reference Non-Cruise (AVCS related)			18	15	3D	Ignition Timing - Advance
Base Timing Idle			16		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)			16		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)			16		2D	Ignition Timing - Advance
Base Timing Idle A (Neutral)			16		2D	Ignition Timing - Advance
Base Timing Idle B (Neutral)			16		2D	Ignition Timing - Advance
Base Timing Idle (Below Speed Threshold)			1		2D	Ignition Timing - Advance
Base Timing Idle (Below Speed Threshold) 			9		2D	Ignition Timing - Advance
Base Timing Idle (Above Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle (In-Gear)(Above Speed Threshold) 2D			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Above Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Above Speed Threshold)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Above Speed Threshold)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold) 			4	10	3D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold)(MT) 			4	10	3D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Below Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Below Speed Threshold)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Below Speed Threshold)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Below Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Below Speed Threshold)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Below Speed Threshold)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (Neutral) 			9		2D	Ignition Timing - Advance
Base Timing Idle A (Neutral)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (Neutral)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (Neutral) 			9		2D	Ignition Timing - Advance
Base Timing Idle B (Neutral)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (Neutral)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle Minimum			9		2D	Ignition Timing - Advance
Base Timing Idle Minimum Vehicle Speed Enable			1		2D	Ignition Timing - Advance
Base Timing Alternate (ECT)			16		2D	Ignition Timing - Advance
Knock Correction Advance Max			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max B			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Additive (Knock Conditions)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Additive A (Knock Conditions)(IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Additive B (Knock Conditions)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Primary (Knock Conditions High)(IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Primary (Knock Conditions Low)(IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Primary Cruise (IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Cruise			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Primary Non-Cruise (IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Non-Cruise			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Alternate Mode			1		Switch	Ignition Timing - Advance
Knock Correction Advance Alternate Mode 			1		Switch	Ignition Timing - Advance
Knock Correction Advance Alternate Mode  			1		Switch	Ignition Timing - Advance
Knock Correction Advance Additive Range (RPM)			4		2D	Ignition Timing - Advance
Timing Compensation A (IAT)			16		2D	Ignition Timing - Compensation
Timing Compensation (IAT) Activation 			8	8	3D	Ignition Timing - Compensation
Timing Compensation A (IAT) Activation			8	8	3D	Ignition Timing - Compensation
Timing Comp Min Load (IAT)			1		2D	Ignition Timing - Compensation
Timing Compensation B (IAT)			16		2D	Ignition Timing - Compensation
Timing Compensation B (IAT) IAM Activation			1		2D	Ignition Timing - Compensation
Timing Compensation B (IAT) Max Additive			1		2D	Ignition Timing - Compensation
Timing Compensation (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation C (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation D (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation Imm. Cruise A (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation Imm. Cruise B (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation Imm. Non-Cruise A (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation Imm. Non-Cruise B (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation (MRP)			3	5	3D	Ignition Timing - Compensation
Timing Compensation Per Cylinder A  			14		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder B  			14		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder C  			14		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder D  			14		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder A 			16		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder B 			16		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder C 			16		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder D 			16		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder E			4	14	3D	Ignition Timing - Compensation
Timing Compensation Per Cylinder F			4	14	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (1st)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (2nd)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (3rd)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (4th)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (5th)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear Activation (RPM)			2		2D	Ignition Timing - Compensation
Timing Compensation Per Gear Activation (Load)			2		2D	Ignition Timing - Compensation
Feedback Correction Minimum Load 			4		2D	Ignition Timing - Knock Control
Feedback Correction Retard Value 			13		2D	Ignition Timing - Knock Control
Feedback Correction Negative Advance Delay 			13		2D	Ignition Timing - Knock Control
Extended Feedback Correction High RPM Compensation			1		2D	Ignition Timing - Knock Control
Fine Correction Minimum (RPM)			2		2D	Ignition Timing - Knock Control
Fine Correction Maximum (RPM)			2		2D	Ignition Timing - Knock Control
Fine Correction Rows (RPM) 			7		2D	Ignition Timing - Knock Control
Fine Correction Columns (Load) 			7		2D	Ignition Timing - Knock Control
Fine Correction Retard Value A			1		2D	Ignition Timing - Knock Control
Fine Correction Retard Value B			1		2D	Ignition Timing - Knock Control
Fine Correction Retard Value 			13		2D	Ignition Timing - Knock Control
Rough Correction Learning Delay (Increasing)			10		2D	Ignition Timing - Knock Control
Rough Correction Learning Delay (Increasing) 			10		2D	Ignition Timing - Knock Control
Target Throttle Plate Position Divider (RPM)			23		2D	Drive-by-Wire Throttle (DBW)
5V Sensor Scaling 4 Multiplier			1		2D	5V Sensor
5V Sensor Scaling 4 Offset			1		2D	5V Sensor
5V Sensor Scaling 9 Multiplier			1		2D	5V Sensor
5V Sensor Scaling 9 Offset			1		2D	5V Sensor
Speed Limiting (Throttle) 			4		2D	Miscellaneous - Limits
Speed Limiting (Fuel Cut)			4		2D	Miscellaneous - Limits
Speed Limiting (Throttle)			2		2D	Miscellaneous - Limits
Speed Limiting A (Throttle)			2		2D	Miscellaneous - Limits
Speed Limiting B (Throttle)			2		2D	Miscellaneous - Limits
Speed Limiting (Throttle) SI-DRIVE Intelligent			2		2D	Miscellaneous - Limits
EGT Sensor Scaling			30		2D	Miscellaneous - Sensor Scalings
Fuel Temp Sensor Scaling			30		2D	Miscellaneous - Sensor Scalings
Atmospheric Pressure Sensor Scaling			2		2D	Miscellaneous - Sensor Scalings
Fuel Pump Duty Cycle			2		2D	Miscellaneous - Thresholds
Radiator Fan Modes (ECT)			4		2D	Miscellaneous - Thresholds
Radiator Fan Modes C (ECT)			4		2D	Miscellaneous - Thresholds
Radiator Fan Modes D (ECT)			4		2D	Miscellaneous - Thresholds
Atmospheric Pressure Sensor Scaling 			2		2D	Miscellaneous - Sensor Scalings
Gear Determination Thresholds			5		2D	Miscellaneous - Thresholds
Gear Determination Thresholds C			5		2D	Miscellaneous - Thresholds
OL Fuelling Throttle Compensation			6		2D	Alpha - BRZ
OL Fuelling Accelerator Compensation			6		2D	Alpha - BRZ
Catalyst Warm Up Idle			3	16	3D	Ignition Timing - Compensation
Catalyst Warm Up Non-Idle			3	16	3D	Ignition Timing - Compensation
AFR Sensor Heating Limit A			6	6	3D	Fueling - O2 Sensor #1
AFR Sensor Heating Limit B			6	6	3D	Fueling - O2 Sensor #1
Fuel Injection Ratio ECT Threshold B		10de74	2		2D	Fueling - Injector Ratio
