"Name","Location","Code Unit"
"Exhaust_Duty_Correction_BD_Adjust_B","000c2ae8","2dmtable "
"Exhaust_Duty_Correction_BD_Adjust_A","000c2afc","2dmtable "
"Exhaust_Duty_Correction_EF_Adjust","000c2b10","2dmtable "
"Exhaust_Duty_Correction_E_Adjust","000c2b24","2dmtable "
"Exhaust_Duty_Correction_F_Adjust","000c2b38","2dmtable "
"Exhaust_Duty_1_1","000c2d28","2dtable "
"Exhaust_Cam_Retard_Angle_Base_AVCS","000c2d64","3dmtable "
"Intake_Cam_Advance_Angle_Safe_AVCS","000c2db8","3dmtable "
"Intake_Cam_Advance_Angle_Normal_AVCS","000c2dd4","3dmtable "
"Intake_Cam_Advance_Angle_Base_AVCS","000c2df0","3dmtable "
"Exhaust_Cam_Retard_Angle_Safe_AVCS","000c2e98","3dmtable "
"Exhaust_Cam_Retard_Angle_Normal_AVCS","000c2eb4","3dmtable "
"Intake_AVCS_Unknown_Load_RPM_X","000c2f5c","3dmtable "
"Intake_Duty_Correction_A","000c2fb0","3dmtable "
"Intake_Duty_Correction_B","000c2fcc","3dmtable "
"Intake_Duty_Correction_C","000c2fe8","3dmtable "
"Intake_Duty_Correction_D","000c3004","3dmtable "
"Intake_Duty_Correction_E","000c3020","3dmtable "
"Intake_Duty_Correction_F","000c303c","3dmtable "
"Exhaust_Duty_Correction_E","000c3074","3dmtable "
"Exhaust_Duty_Correction_F","000c3090","3dmtable "
"Exhaust_Duty_Correction_A","000c30ac","3dmtable "
"Exhaust_Duty_Correction_B","000c30c8","3dmtable "
"Exhaust_Duty_Correction_C","000c30e4","3dmtable "
"Exhaust_Duty_Correction_D","000c3100","3dmtable "
"Gear_Shift_Indicator_D_Speed","00101bb0","float 300.0"
"MAF_Limit_Maximum","00103d4c","float 200.0"
"Gear_Determ_Thresholds_A","00103fd4","float[5] "
"Gear_Determ_Thresholds_B","00103fe8","float[5] "
"Engine_Load_Compensation_data","00104f38","db[360] "
"Tip_In_Enrichment_Applied_Counter_Reset","0010db7e","undefined1 16h"
"Tip_In_Throttle_Cumulative_Reset","0010db7f","undefined1 16h"
"PI_Ratio_0010dbba","0010dbba","undefined2 002Fh"
"Hotstart_Enrichment_Decay_Delay","0010dc26","undefined2 0FDFh"
"Hotstart_Minimum_Enrichment_Limit_Runtime","0010dc28","undefined2 1388h"
"GDI_Pressure_Multiplier_C","0010dd84","float 0.078"
"Injector_Flow_Scaling_BRZ","0010ddf0","float 263.1"
"Injector_Minimum_Open_Time","0010de20","float 610.0"
"Injector_Flow_Scaling","0010de24","float 12176.6"
"Engine_Load_Multiplier","0010de28","float 46.278999"
"Minimum_Port_Injection_Quantity","0010de34","float 2.28"
"PI_Ratio_Thresholds_RPM","0010de48","float 3200.0"
"PI_Ratio_Thresholds_Load","0010de4c","float 0.6"
"PI_Ratio_Thresholds","0010de50","float 0.34999999"
"PI_Ratio_Threshold_Unknown","0010de60","float 0.0"
"Fuel_Injection_Ratio_ECT_Threshold_A","0010de64","float[2] "
"Fuel_Injection_Ratio_ECT_Threshold_B","0010de74","float[2] "
"CL_Fueling_Target_Comp_ECT_Disable","0010e068","float 200.0"
"AF_Learning_1_Limits","0010e130","float[2] "
"Hotstart_High_Enrichment_Activation_ECT","0010e340","float 200.0"
"Hotstart_High_Enrichment_Activation_IAT","0010e344","float 200.0"
"Hotstart_Low_Enrichment_Activation_Threshold_ECT","0010e348","float 200.0"
"Initial_Hotstart_Enrichment_High","0010e350","float 0.0"
"Initial_Hotstart_Enrichment_Low","0010e354","float 0.0"
"Hotstart_Minimum_Enrichment_During_Delay_and_Runtime","0010e360","float 0.059999999"
"Hotstart_Enrichment_Decay_Step","0010e364","float 0.004"
"Maximum_Non-idle_Hotstart_Enrichment_Post_Delay","0010e368","float 0.0"
"Low_Pulse_Width_Fuel_Injector_Comp_Maximum_RPM","0010e500","float 10000.0"
"Low_Pulse_Width_Fuel_Injector_Comp_Maximum_IPW","0010e504","float 10000.0"
"Overrun_Enrich_RPM_Delta_Activation","0010e530","float -10000.0"
"Overrun_Initial_Injector_Enrichment_PW","0010e534","float 0.0"
"Minimum_Tip_In_Enrichment_Activation_Throttle","0010e53c","float 1.5"
"Throttle_Tip_In_Enrichment_Comp_D_ECT_Activation","0010e544","float 1.0"
"Minimum_Tip_In_Enrichment_Activation","0010e548","float 300.0"
"Overrun_Fueling_Cut_Counter_RPM_Threshold","0010e5c8","float[5] "
"Rev_Limit_A","0010e5e8","float[2] "
"Rev_Limit_B","0010e5f0","float[2] "
"Rev_Limit_Fuel_Resume_MP","0010e5f8","float 1000.0"
"Throttle_xaxis","0010e710","float[16] "
"AF_Learning_1_Airflow_A_xaxis","001113e8","float[5] "
"AF_Learning_1_Airflow_A_data","001113fc","float[5] "
"AF_Learning_1_Airflow_B_xaxis","00111410","float[5] "
"AF_Learning_1_Airflow_B_data","00111424","float[5] "
"Injector_Latency_xaxis","00114404","float[5] "
"Injector_Latency_yaxis","00114418","float[3] "
"Injector_Latency_data","00114424","ushort[15] "
"Feedback_Correction_Negative_Advance_Delay","00118664","undefined2 007Dh"
"Fine_Correction_Advance_Delay","00118674","undefined2 007Dh"
"Base_Timing_Idle_Vehicle_Speed_Threshold","00118764","float 4.0"
"Transient_Ignition_Retard_ECT_Threshold","00118958","float 70.0"
"Transient_Ignition_Retard_RPM_Threshold","0011895c","float 10000.0"
"Transient_Ignition_Retard_TPS_Angle_Threshold","00118960","float 0.0"
"Transient_Ignition_Retard_Engine_Load_Threshold","00118964","float 0.05"
"Timing_Compensation_Maximum_RPM_Per_Cylinder","001189a4","float 10000.0"
"Timing_Compensation_Minimum_Load_Per_Cylinder","001189a8","float 0.55"
"Timing_Compensation_Minimum_Coolant_Temp_Per_Cylinder","001189ac","float 60.0"
"Feedback_Correction_Minimum_Load","001189b0","float[2] "
"Feedback_Correction_Range_RPM","001189b8","float[4] "
"Feedback_Correction_Retard_Limit","001189d4","float 5.0"
"Feedback_Correction_Retard_Value","001189d8","float 1.05"
"Feedback_Correction_Negative_Advance_Value","001189dc","float 0.34999999"
"Rough_Correction_Range_RPM","00118ac8","float[4] "
"Rough_Correction_Range_Load","00118ad8","float[4] "
"Rough_Correction_Min_KC_Advance","00118ae8","float 0.0"
"Advance_Multiplier_Initial","00118aec","float 0.69999999"
"Advance_Multiplier_Step_Value","00118af0","float 0.0"
"Fine_Correction_Rows_RPM","00118b18","float[6] "
"Fine_Correction_Cols_Load","00118b34","float[4] "
"Fine_Correction_Advance_Limit","00118b4c","float 3.5"
"Fine_Correction_Advance_Value","00118b50","float 0.34999999"
"Fine_Correction_Retard_Value","00118b54","float 1.05"
"Fine_Correction_Retard_Limit","00118b70","float -5.0"
